181,비너스,비너스 매직코트니 팬티라이너,https://post-phinf.pstatic.net/MjAyMTAzMDNfMjIw/MDAxNjE0NzA3NzcwODEz.CaGi_x9CnoEgYqRrCZ7-97bwTmYZ62PaGW28Ik9OMoAg.MWAILZqEPSgwOpF6_36EIrjo1-AOu2cfpABxbh0db9wg.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.356', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.475', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '2.117', ['눈 자극', '어지럼증', '졸음']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '2.545', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['노나날', 'Nonanal', '7.112', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '4.256', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.593', ['']]","['트리데칸', 'Tridecanen', '0.413', ['']]","['테트라데칸', 'Tetradecanen', '13.691', ['']]","['n-펜타데칸', 'n-Pentadecane', '2.484', ['']]","['n-헥사데칸', 'n-Hexadecane', '31.05', ['']]",,,,,,,,,,,,,,,,,,,,,,,,
182,제이본,제이본 팬티라이너 (롱),https://post-phinf.pstatic.net/MjAyMTAzMDNfMTQ1/MDAxNjE0NzA3NDQ1ODEw.zECcpVaEXxDeWeWnHLh2k803x_KwBwxOm9qUjjPSFTUg.7X6GFMVBzwM8sQBUDr3SMIOUdmIv2JQ98jraFtiRDhEg.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.502', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.178', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.138', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.227', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.283', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.421', ['']]","['노나날', 'Nonanal', '0.567', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.971', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.474', ['']]","['트리데칸', 'Tridecanen', '3.287', ['']]","['테트라데칸', 'Tetradecanen', '6.412', ['']]","['n-펜타데칸', 'n-Pentadecane', '2.032', ['']]","['n-헥사데칸', 'n-Hexadecane', '9.902', ['']]",,,,,,,,,,,,,,,,,,,,,,
183,제이본,제이본 팬티라이너 (일반),https://post-phinf.pstatic.net/MjAyMTAzMDNfMTgy/MDAxNjE0NzA1ODIzNjgz.4snz1Tl90WCaoyLPXViXr3E96MVhFEdyuSZ7bhY0xEcg.6gfrnPj4IQDHPuIzU_PQhwzMw3655Nuu6wDBAJvy6EEg.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.143', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.064', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.2', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.214', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.415', ['']]","['노나날', 'Nonanal', '0.744', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.447', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.468', ['']]","['트리데칸', 'Tridecanen', '3.765', ['']]","['테트라데칸', 'Tetradecanen', '5.734', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.123', ['']]","['n-헥사데칸', 'n-Hexadecane', '6.743', ['']]",,,,,,,,,,,,,,,,,,,,,,,
184,본,본 에스 팬티라이너 (롱),https://post-phinf.pstatic.net/MjAyMTAzMDNfMTQ0/MDAxNjE0NzA1MzUyMDY5.7TVNO8zJqaql0ZvJdmiBpNSaUs5_0pGSIMc2nq1z2a8g.H5Cw7T2joY94-52MkVTUJkqIRyu_E9aU5lD5OAtX3Ygg.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '0.07', ['눈 자극', '어지럼증', '졸음']]","['데칸', ' decane', '0.07', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.044', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.167', ['']]","['노나날', 'Nonanal', '0.625', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.027', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.309', ['']]","['트리데칸', 'Tridecanen', '5.459', ['']]","['테트라데칸', 'Tetradecanen', '6.657', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.426', ['']]","['n-헥사데칸', 'n-Hexadecane', '3.667', ['']]",,,,,,,,,,,,,,,,,,,,,,,,
185,본,본 에스 팬티라이너 (일반),https://post-phinf.pstatic.net/MjAyMTAzMDNfMTEz/MDAxNjE0NzA0ODQ0MjA3.65qQR7RLiRGuBuiw3iXImqKD-fHDmJnnN6UOHzsc8rYg.o9ycgz9FA4lehYbG_0ddf3GBypgSvfBDBN2SAEcRkf0g.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.05', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.014', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.068', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.079', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.187', ['']]","['노나날', 'Nonanal', '0.41', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.743', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.65', ['']]","['트리데칸', 'Tridecanen', '1.097', ['']]","['테트라데칸', 'Tetradecanen', '3.475', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.742', ['']]","['n-헥사데칸', 'n-Hexadecane', '5.275', ['']]","['1-부탄올', '1-butanol', '0.37', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,,,,,,,,,
186,정보],정보] 연팬티라이너,https://post-phinf.pstatic.net/MjAyMTAzMDNfMzQg/MDAxNjE0NzA0NDE0NTgw.wRKoS8Xt_oTj2D-r1NeGYrHwUuULlVEthorajWBAePcg.ZRNkJGE2wPM_-1xyX8UTwXu9pcqBlEdtWSjJTDFlYd8g.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.151', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.059', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.675', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.21', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.197', ['']]","['노나날', 'Nonanal', '0.806', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.733', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '3.926', ['']]","['트리데칸', 'Tridecanen', '0.445', ['']]","['테트라데칸', 'Tetradecanen', '6.169', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.615', ['']]","['n-헥사데칸', 'n-Hexadecane', '12.323', ['']]",,,,,,,,,,,,,,,,,,,,,,,
187,슈베스,슈베스 캐치미 팬티라이너,https://post-phinf.pstatic.net/MjAyMTAzMDNfMTg2/MDAxNjE0NzAzNzEyMDQ3.CEmiuLK1DX5leSP_qUq1oilgxtcy3MD2_uGUSch07Esg.FzfVtPESxCo3JIv0WPwvV6BsEx7r-noofNTa7bzqewcg.PNG/image.png?type=w1200,"['톨루엔', 'Toluene', '0.648', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.093', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.058', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.058', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.173', ['']]","['노나날', 'Nonanal', '0.341', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.59', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '2.129', ['']]","['트리데칸', 'Tridecanen', '0.567', ['']]","['테트라데칸', 'Tetradecanen', '5.802', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.688', ['']]","['n-헥사데칸', 'n-Hexadecane', '17.217', ['']]",,,,,,,,,,,,,,,,,,,,,,,
188,슈베스,슈베스 캐치미 팬티라이너 롱,https://post-phinf.pstatic.net/MjAyMTAzMDNfMjUz/MDAxNjE0NzAyODgxNDQ4.RxDb9I5e62yG3NfS9dJu2C_RXr2QaG1QzmK8LSTPekog.Od5ckCQluFjaKTQ0h4hcSTmK2niKI1jC6Y_S8S9Kwz8g.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.266', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.344', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.039', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['옥탄', 'octane', '0.016', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.094', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.461', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.391', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.383', ['']]","['노나날', 'Nonanal', '0.453', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.774', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.008', ['암 유발', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '3.299', ['']]","['트리데칸', 'Tridecanen', '0.962', ['']]","['테트라데칸', 'Tetradecanen', '8.35', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.758', ['']]","['n-헥사데칸', 'n-Hexadecane', '16.879', ['']]","['1-부탄올', '1-butanol', '0.15', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,,,,,
189,지쿱,지쿱 그린 순면 롱 팬티라이너,https://post-phinf.pstatic.net/MjAyMTAzMDJfMzMg/MDAxNjE0Njg5MjIyNTk4.tXWQAPpD16e9DO-vd_F0a3awgKNyTMOD4pabd1tqVWUg.fFB5PurORjnWQSaUAv0yUOXE3m8qhhhJZU1PUKHdUBcg.PNG/image.png?type=w1200,"['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.094', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.232', ['']]","['노나날', 'Nonanal', '0.585', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.731', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.722', ['']]","['트리데칸', 'Tridecanen', '0.98', ['']]","['테트라데칸', 'Tetradecanen', '1.797', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.341', ['']]","['n-헥사데칸', 'n-Hexadecane', '0.988', ['']]",,,,,,,,,,,,,,,,,,,,,,,,,,
190,데이위드,데이위드 슈퍼소프트 롱라이너,https://post-phinf.pstatic.net/MjAyMTAzMDJfNTUg/MDAxNjE0Njg4NDY3NTkz.CZLGwj-5o6xKd4NBc3chRjS4NUwGSlHQDF2NJb9DkSYg.yRVUcrfnVD28VKVUbl-nr8rYY2f5CrVuXKRXc41OiBIg.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '0.126', ['눈 자극', '어지럼증', '졸음']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.084', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.244', ['']]","['노나날', 'Nonanal', '1.24', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.08', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.506', ['']]","['트리데칸', 'Tridecanen', '0.625', ['']]","['테트라데칸', 'Tetradecanen', '6.452', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.739', ['']]","['n-헥사데칸', 'n-Hexadecane', '8.306', ['']]","['아세톤', 'acetone', '0.24', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,,,,,
191,쏠렉다움,쏠렉다움 소프트슬림 롱라이너,https://post-phinf.pstatic.net/MjAyMTAzMDJfMjE4/MDAxNjE0Njg4MTM2MTMy.TcfgY3U_SF41ORAJssMqYLRnBQq1Gz3uuAnel-z2Dfkg.8-N1rmInpTRRsFw9eTRDm87_CZwIGPoKG86eHewoAqYg.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.071', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.149', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.063', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.197', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.22', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.244', ['']]","['노나날', 'Nonanal', '0.852', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.105', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '3.068', ['']]","['트리데칸', 'Tridecanen', '0.734', ['']]","['테트라데칸', 'Tetradecanen', '8.485', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.113', ['']]","['n-헥사데칸', 'n-Hexadecane', '10.429', ['']]","['아세톤', 'acetone', '0.56', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,,
192,데이위드,데이위드 울트라슬림 롱라이너,https://post-phinf.pstatic.net/MjAyMTAzMDJfMjcg/MDAxNjE0Njg3NDA2Njgz.06gfZ3o-Z0W6AxntEMM4YBY8PHJQMYAI9m8LtBacSxMg.F9XY_wLnOZkM4Dd24HChV60WFvjmVncmN7QHyfOaSzYg.PNG/image.png?type=w1200,"['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.221', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.11', ['']]","['노나날', 'Nonanal', '0.669', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.576', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.935', ['']]","['트리데칸', 'Tridecanen', '0.424', ['']]","['테트라데칸', 'Tetradecanen', '4.723', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.696', ['']]","['n-헥사데칸', 'n-Hexadecane', '6.642', ['']]",,,,,,,,,,,,,,,,,,,,,,,,,,
193,라본,라본 팬티라이너 롱,https://post-phinf.pstatic.net/MjAyMTAzMDJfNTQg/MDAxNjE0Njg3MDkwMjQz.dFOQFFumddveU7_U38MAf2jDZTbHNdNMiCfPb4RnTMYg.xFgA9JaQlMdLXlrgh-TsTSliTmnsfGDPB4b7YN2hxmwg.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.584', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '1.113', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.079', ['']]","['노나날', 'Nonanal', '1.279', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.484', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.28', ['']]","['트리데칸', 'Tridecanen', '0.561', ['']]","['테트라데칸', 'Tetradecanen', '0.938', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.042', ['']]","['n-헥사데칸', 'n-Hexadecane', '2.506', ['']]","['아세톤', 'acetone', '0.17', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,,,,,
194,데이데이,데이데이 팬티라이너 롱,https://post-phinf.pstatic.net/MjAyMTAzMDJfMjk5/MDAxNjE0Njg2NzcxNTEw.WTQS5wbnxpaoUpnXa2DCwWXQ5jQO1LVau8OMRsSLb98g.GrCNsRSj2TPnZmUBag-ws1E70p7EJKvCXKrWpdTzkEUg.PNG/image.png?type=w1200,"['스타이렌', 'Styrene', '0.922', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.162', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.13', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.279', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.688', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.428', ['']]","['노나날', 'Nonanal', '0.902', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.109', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '2.69', ['']]","['트리데칸', 'Tridecanen', '0.525', ['']]","['테트라데칸', 'Tetradecanen', '11.122', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.519', ['']]","['n-헥사데칸', 'n-Hexadecane', '15.166', ['']]",,,,,,,,,,,,,,,,,,,,,,
